participant_id,n_responses,duration_min,responses_per_s,reward_rate,switch_rate,n_blocks,n_perturbations,cod_blocked_share,reinforcers_withheld
sim-participant-001,3460,21.94268333333333,2.6280590113181237,0.10375722543352602,0.4950867052023121,30,8,0.7895953757225433,2099
sim-participant-002,3460,24.12305,2.3905213754755996,0.23815028901734103,0.08526011560693642,30,8,0.18439306358381502,498
sim-participant-003,3460,26.373316666666664,2.1865534545964707,0.2748554913294798,0.06127167630057803,30,8,0.13323699421965318,355
sim-participant-004,3460,29.29075,1.9687671591429605,0.2745664739884393,0.1115606936416185,30,8,0.21445086705202313,565
sim-participant-005,3460,31.300316666666667,1.8423668770124264,0.2609826589595376,0.10144508670520232,30,8,0.1994219653179191,546
sim-participant-006,3460,33.769866666666665,1.707636788616281,0.26647398843930636,0.04710982658959537,30,8,0.10115606936416185,287
sim-participant-007,3460,35.61336666666667,1.6192422133637088,0.30809248554913293,0.09595375722543352,30,8,0.17023121387283238,469
sim-participant-008,3460,21.8141,2.643550119723787,0.22138728323699422,0.09104046242774566,30,8,0.21184971098265895,572
