participant_id,context_a,context_b,dominant_cosine,top2_mean_angle_deg,top2_max_angle_deg,eigenvalue_distance,spectral_radius_diff,operator_frobenius_distance,bin_clicks
P29,1,2,0.5643261480555697,37.59155608931246,37.59155608931246,0.4755953563887092,0.19543204029988756,0.8419121986346326,10
P29,1,3,0.21544588710310625,47.01412551088203,84.75368104318156,0.49584765759363925,0.24310945314726776,0.7845969885867996,10
P29,1,4,0.3018971786376938,67.31600921279575,67.31600921279575,0.46519947388127403,0.08854738596345363,0.9357807121435757,10
P29,2,3,0.2584648566283467,40.75567973234178,40.75567973234178,0.16109219800891256,0.047677412847380196,0.5204479766611702,10
P29,2,4,0.19473435634162178,78.77079414883923,78.77079414883923,0.37113054269548346,0.28397942626334116,0.8210297806567743,10
P29,3,4,0.832689041612002,33.45240434742771,33.45240434742771,0.519790784474086,0.3316568391107214,0.8683307845472279,10
P30,1,2,0.9687070265909921,32.46230373419562,57.459678030055024,0.9434055357419843,0.3051555468688535,1.201038489614659,10
P30,1,3,0.10271397087138118,35.50372996247413,41.171840465324934,1.1490516586786121,0.09950942393222573,1.0751042620333584,10
P30,1,4,0.1420069912956731,26.14125149867182,41.59046862672227,0.976695844914256,0.27186523769658183,1.139634606648675,10
P30,2,3,0.020168260712746258,42.84205419188678,73.27342527375058,0.20564612293662776,0.20564612293662776,0.8988588407927457,10
P30,2,4,0.24515722025996303,18.279314154844784,32.724825917793765,0.03329030917227166,0.03329030917227166,0.5122370201898041,10
P30,3,4,0.5241882456403681,46.87546075186521,68.01555559976607,0.1723558137643561,0.1723558137643561,0.673805984122481,10
P31,1,2,0.22391844487396403,52.416026964587054,52.416026964587054,0.5473544773567361,0.0535844447365415,0.7709197965997457,10
P31,1,3,0.2302977439668389,50.62206627141232,82.8007789708548,0.005231560698725046,0.005231560698725046,0.6691962276180831,10
P31,1,4,0.41175461994637286,31.166341081578558,53.83219261854741,0.4262854801644646,0.11457627872013093,0.687965193644427,10
P31,2,3,0.5981829107080838,17.102358647292117,17.102358647292117,0.5520904568595932,0.04835288403781646,0.7834472915464383,10
P31,2,4,0.3519236504680444,62.71934836951544,62.71934836951544,0.24344684187538876,0.16816072345667243,0.6431364460025963,10
P31,3,4,0.41999413612943326,47.09475854294276,86.86601314321366,0.43151704086318965,0.11980783941885598,0.6240273361895422,10
P32,1,2,0.6833583080395238,46.89336623577568,46.89336623577568,0.16349691872614022,0.030875039065941523,0.7102481405396551,10
P32,1,3,0.6877551895238642,46.54732569696632,46.54732569696632,0.16348134759682798,0.08657995905668131,0.751775298574447,10
