participant_id,n_transitions,n_train,n_test,n_contexts,ridge_alpha,mse_persistence,skill_persistence,mse_A_i,skill_A_i,mse_DMDc,skill_DMDc,mse_A_ic,skill_A_ic,best_model,spectral_radius,lambda1_real,lambda1_imag,lambda2_mag,complex_pair,dominant_feature,half_life_bins,oscillation_period_bins,loading_choice_prop_A,loading_reward_rate,loading_switch_rate,loading_mean_log_ici,spectral_radius_bias,spectral_radius_bias_corrected,spectral_radius_lo,spectral_radius_hi,eigvec_stability_median,eigvec_stability_lo,frac_replicates_complex,n_boot_ok,spectral_radius_sample_bias,spectral_radius_debiased,noise_ratio_choice_prop_A,noise_ratio_reward_rate,noise_ratio_switch_rate,noise_ratio_mean_log_ici,spectral_radius_attenuation_corrected,skill_h1,skill_h2,skill_h5,skill_h10,bin_clicks,att_loading_choice_prop_A,att_loading_reward_rate,att_loading_switch_rate,att_loading_mean_log_ici
mmh0vh7hlj07vq,75,51,24,4,10.0,1.0608816483532693,0.0,0.7735869306220557,0.27080751012816606,0.73831380030077,0.3040563936167604,0.7621587512084437,0.2815798516342627,DMDc,0.755548168539243,0.755548168539243,0.0,0.4560105705039923,False,reward rate,2.4727725470214517,,-0.21433325213137383,-0.9015636004370831,0.15321444074940344,-0.3431758536720791,-0.029308972481066786,0.7848571410203098,0.5362957439365105,0.8348790790064519,0.9558825422846444,0.7134148831476409,0.22333333333333333,300,-0.05645888515378006,0.8120070536930231,0.15473738225268482,0.1588540419758997,1.5848367459878252,0.09999999999999996,,0.27237011238371933,0.25222891590075747,0.2991703748612037,,10,,,,
mmh0wavy3sc671,107,73,34,4,10.0,1.5980141964166865,0.0,1.1578307139546884,0.2754565531702067,1.0611878897865528,0.3359333777095901,1.1254274886968092,0.2957337355197369,DMDc,0.5164358168217548,0.5164358168217548,0.0,0.2849822657882759,False,reward rate,1.0489447762353699,,0.00988114227216527,0.7829541167999069,-0.591832044122614,0.19136364744413562,-0.005781101908314268,0.522216918730069,0.37007824814577717,0.6419178310411288,0.9489616745873035,0.7888765049461701,0.7666666666666667,300,-0.025800288519167325,0.5422361053409221,0.3826636753008362,0.30213079974172125,0.36373295046661874,0.09999999999999998,0.6586317278247567,0.2275686725483395,0.3505926191055825,-0.03824776958465544,,10,-0.04955393071389677,-0.7867705418103996,0.5966839505966284,-0.15001595112044971
mmh0x9u4xp8fu3,115,79,36,4,10.0,1.0439478431173808,0.0,0.7473302171924705,0.28413069472816443,0.7052421134213882,0.32444698452038345,0.6928213749738679,0.33634483797102155,A_ic,0.5441585399622448,0.5441585399622448,0.0,0.3743113098125366,False,reward rate,1.1390805315937589,,-0.26312471375528296,-0.6447880254943199,0.5065477485807587,-0.5083533865315557,-0.00415802384051478,0.5483165638027596,0.3795517257513176,0.7039919559396315,0.9759348720530041,0.8358223375166088,0.6366666666666667,300,-0.015998428881483395,0.5601569688437282,0.48027367230040313,0.22410969249286103,0.11230548889060926,0.1,0.5911141489402624,0.1922514891850448,0.3244522406591,0.4741606033627037,,10,-0.3359799676430676,-0.6938544211533363,0.44447413309246814,-0.45620855822773737
mmh0yeggamsoac,72,48,24,4,10.0,0.6838114090915376,0.0,0.5676693077817879,0.1698452230623757,0.5223399090972217,0.23613455091197622,0.6192902615651562,0.09435517844327801,DMDc,0.7449312126515616,0.7449312126515616,0.0,0.5845570745938367,False,reward rate,2.353933249129867,,-0.39066359235925874,0.7317146375229202,-0.1680656839431621,0.53266271947676,0.0023421495731086317,0.742589063078453,0.6169434478905295,0.860989984818098,0.9714995517906135,0.8737671272447269,0.48,300,-0.03823418790140032,0.7831654005529619,0.1845197740112995,0.17790820237638932,0.39711782022318054,0.09999999999999996,0.7769735556532423,0.3122691513475867,-0.029515369706201416,0.4859956365017064,,10,-0.4548760207616511,0.7546576352957821,-0.3813155947334879,0.27960342708713465
mmh115prdezsm3,82,55,27,4,0.01,1.0688902355434808,0.0,0.6074605434940148,0.43169043621663417,0.6173926189567739,0.42239848543208136,0.7641951331964066,0.2850574289250112,A_i,0.8296286002434161,0.8296286002434161,0.0,0.4895975379091798,False,mean log ICI,3.7110920060141854,,0.16457371368030582,0.5711375032608188,-0.4724865164199901,0.6507487510059266,-0.025938127355293883,0.85556672759871,0.649808114587163,0.9023977608688162,0.9783896410145265,0.8652405309272724,0.58,300,-0.05301896214032087,0.882647562383737,0.38497200839748075,0.30085714285714277,0.2121060036538502,0.09999999999999999,0.8744598781182056,0.41307074572496655,0.3844700894266656,0.3224499525999911,,10,0.19491564064319003,0.5736914599730015,-0.5616282877920575,0.5634355936027318
mmh16ou0zfjy3u,97,65,32,4,10.0,1.551216704828074,0.0,1.0298190580720523,0.3361217327876892,0.9258068696980692,0.40317373657945543,0.9200069646294988,0.40691267585887303,A_ic,0.6639756293776964,0.6639756293776964,0.0,0.2647806574946443,True,reward rate,1.6926264642077473,,0.020012094528131977,0.8731667925253479,-0.47948301211674355,-0.08529542540516492,-0.030043859982355592,0.694019489360052,0.3533180063756746,0.7930488456767352,0.9743461724503164,0.7668207916343016,0.7733333333333333,300,-0.03667759982974994,0.7006532292074463,0.5209718670076728,0.26013363028953224,1.4246839253461765,0.09999999999999999,,0.30222613497909345,0.07181943687233962,0.3060029792716354,,10,,,,
mmh19xdldph9gc,91,63,28,4,10.0,1.7532911914573464,0.0,0.8120936223050406,0.5368175998021051,0.7182567437890236,0.5903380184143832,0.7194130107547153,0.5896785347123459,DMDc,0.5518513384023133,0.5518513384023133,0.0,0.41316136430856415,False,reward rate,1.165978946587804,,-0.08501990414018812,-0.885778182679953,0.39870082227829134,0.22182488882631554,0.0412315472543302,0.5106197911479831,0.3983078459549726,0.7480660950823478,0.9890997701624953,0.08100225350254592,0.26,300,-0.01017617268762494,0.5620275110899382,0.12655940048490194,0.23567993719127214,1.7044247787610622,0.09999999999999999,,0.49745712797291297,0.3659895121259504,-0.2876959472818251,,10,,,,
mmh1cyh065lsoj,99,68,31,4,10.0,1.0281797595701159,0.0,0.585207983441721,0.43083106043013564,0.483088851164158,0.530151370256366,0.5160409703791383,0.49810238377489935,DMDc,0.6192127830592927,0.6192127830592927,0.0,0.10970974323355438,True,reward rate,1.4461465717515822,,0.08788310827894669,-0.863003982776883,0.12615807807087243,-0.4812326093771412,-0.02549127170565968,0.6447040547649524,0.4197089427246521,0.729951002377141,0.9768551500024656,0.9097452674518255,0.9233333333333333,300,-0.04119240416720882,0.6604051872265015,0.28542628746138404,0.20453653381642517,0.5779773785761811,0.10000000000000003,0.7959741661381325,0.4563110579560946,0.4847249096502307,-0.15054434953186424,,10,0.05215476878595163,-0.8436811302750706,0.17133384186569486,-0.5060896611690506
mmh1eq08p9ct0c,105,72,33,4,10.0,2.029893145270667,0.0,0.9759897931062907,0.5191915419882105,0.7698005659040397,0.6207679366288051,0.845511519962221,0.5834699368623761,DMDc,0.42807080417684185,0.42807080417684185,0.0,0.33871878557782076,False,mean log ICI,0.8169409685882252,,0.2377438452722277,0.5196272452276648,-0.447672261400965,-0.6877898926448611,0.04472641533003402,0.3833443888468078,0.3304902168138098,0.6208052415256761,0.8082220232625872,0.06107788749845734,0.29333333333333333,300,0.014011766122722036,0.4140590380541198,0.23917699972666046,0.34847662556246356,1.8591266101162423,0.10000000000000002,,0.45126148177068826,0.2239530580033615,0.44181970054827846,,10,,,,
mmh1jfrxwrc2n9,49,32,17,4,10.0,1.5146660761535156,0.0,1.0774109380295969,0.2886808815539893,0.9674046035334529,0.36130833141112495,0.8130607856801492,0.4632078987700632,A_ic,0.6094132406921028,0.6094132406921028,0.0,0.4001855208422067,True,P(A),1.3995659262800586,,0.7122849127483087,-0.3047951279723112,0.42660567527890797,-0.4666451873268422,0.008915055045055076,0.6004981856470477,0.43034042432999514,0.8257404943015907,0.9046678085559667,0.37937503495796715,0.95,300,-0.040442332078397536,0.6498555727705003,0.10159679282462462,0.5087323943661971,0.08771384136858476,0.09999999999999998,0.6446592326477633,0.3474749805980588,0.32568603775535654,,,10,0.1217571722164712,0.19809501978569188,-0.5108969576506663,-0.8275976394439801
mmh1qje9iflk26,88,60,28,4,10.0,1.1952041398324162,0.0,1.1046785759396578,0.07574067130109785,1.036860104385364,0.1324828371739527,1.0060932862196261,0.15822473108175983,A_ic,0.5833260312754575,0.5820309749913328,-0.03884846089891403,0.5833260312754575,True,mean log ICI,1.2859658310147457,94.27484906885675,-0.3002870296233776,0.2446215963107983,0.5561730812017314,0.735295504001553,0.030459854297065103,0.5528661769783924,0.3873779838598387,0.789294523539592,0.887259943275748,0.09733383354077765,0.6066666666666667,300,0.042946607103814705,0.5403794241716428,0.2554465343601896,0.3245464200371714,0.30554202192448227,0.09999999999999998,0.7471790762993789,0.13194683747829136,0.12186737434504749,0.09355777317194525,,10,0.07467867449471186,-0.06921318813640508,0.6558904420111196,0.7479574575082233
mmh1sestivd4ky,109,74,35,4,10.0,1.6754064801106405,0.0,0.9984416665169127,0.40406004252115724,0.9749800224053221,0.4180635959215483,1.034563470761818,0.38250001832779257,DMDc,0.28832798610490107,0.28832798610490107,0.0,0.1614507622745363,False,reward rate,0.5573461171751699,,-0.19969103750001055,-0.7718095594337635,0.19396552806968023,-0.5716737421199957,0.015354573156706242,0.2729734129481948,0.165957700001498,0.49824573948212825,0.8778279009322871,0.10258389636080263,0.6633333333333333,300,0.026945134949884597,0.26138285115501647,0.10819325659053444,0.23851566875258712,1.482074852265266,0.1,,0.4265334362694138,0.48713324539037056,0.5708264564048282,,10,,,,
mmh1tezpvosjbe,92,64,28,4,10.0,1.0843551721797073,0.0,0.7704069527672851,0.2895252657681725,0.7247914781519711,0.3315921787000493,0.7700991540165375,0.2898091199504963,DMDc,0.7731688553443922,0.7731688553443922,0.0,0.24498841375174388,True,reward rate,2.6943678537016567,,0.15477656353473865,0.7372999325177975,-0.6504395965125797,0.09675410160908406,-0.01374319389243528,0.7869120492368274,0.5815548973247269,0.8694188876877579,0.9835057099687575,0.9274483178950531,0.7933333333333333,300,-0.0476471383638738,0.820815993708266,0.4745613073042333,0.17664143261977303,0.26983850115942615,0.09999999999999999,0.9317936359211665,0.31922546928209566,0.028387274829148046,0.2698648415130659,,10,-0.1975177500990105,-0.7619076911333941,0.6069293253862597,-0.11009179158223045
mmh1wzqpw76n7q,82,55,27,4,10.0,0.8833698140730546,0.0,0.623584320871452,0.29408463936952955,0.5831068656022403,0.3399062812508359,0.4888906867776797,0.44656170157830577,A_ic,0.6550194905978611,0.6550194905978611,0.0,0.17392090325002685,False,reward rate,1.6382961311316961,,0.0735482971916854,0.8895319406140348,-0.2364338479179524,-0.3839565211926259,-0.05525029464340969,0.7102697852412708,0.33034937018168997,0.7698300816480749,0.9831468227834164,0.7480076277940377,0.5666666666666667,300,-0.036561646331886855,0.691581136929748,0.1709960508995174,0.2929572298437385,1.107738492328218,0.09999999999999999,,0.29477397697492197,0.1057385225903194,-1.1739115309247834,,10,,,,
mmh250jgfc38xs,78,54,24,4,10.0,1.2404236386534147,0.0,0.8777175747221476,0.2924049918340925,0.7298447235588834,0.41161656323222606,0.7496132403773137,0.39567965570933283,DMDc,0.7815689138112154,0.7815689138112154,0.0,0.38617497701728787,True,reward rate,2.8125043287585316,,0.03770458462539097,-0.7469943996109336,0.0898505416898383,0.6576508278761384,-0.0370608123081021,0.8186297261193175,0.49307065339981565,0.8918644391417689,0.9712131979668052,0.6807704493263825,0.5233333333333333,300,-0.05091059434346601,0.8324795081546814,0.4012954144327148,0.14206201550387595,0.14296813273637068,0.1,0.8715567066450254,0.26443065056578224,0.24066262828129492,0.28859647459585824,,10,0.040721337018021386,-0.7707907834772681,0.06645540150283401,0.6323029498816696
mmh28cu8c2h59x,79,53,26,4,10.0,0.6961605227275734,0.0,0.6900875315819465,0.008723550025262594,0.5808408444067648,0.16565098789138955,0.6963772117803375,-0.00031126305742690263,DMDc,0.7374598693812102,0.7374598693812102,0.0,0.49786229943269644,False,reward rate,2.2760194777731555,,0.13110617344033007,-0.8329419533537978,0.10619318609097976,0.5270122207850976,-0.01518416221574459,0.7526440315969548,0.5192304493194566,0.8420635373676172,0.9064291910517817,0.22252348965148114,0.6033333333333334,300,-0.045769124234959824,0.78322899361617,0.8074706510138744,0.10024284092342625,0.32579359979437067,0.1,,-1.4380041246337187,-2.3266066803536707,-0.2792673382778738,,10,,,,
