participant_id,n_transitions,n_train,n_test,n_contexts,ridge_alpha,mse_persistence,skill_persistence,mse_A_i,skill_A_i,mse_DMDc,skill_DMDc,mse_A_ic,skill_A_ic,best_model,spectral_radius,lambda1_real,lambda1_imag,lambda2_mag,complex_pair,dominant_feature,half_life_bins,oscillation_period_bins,loading_choice_prop_A,loading_reward_rate,loading_switch_rate,loading_mean_log_ici,spectral_radius_bias,spectral_radius_bias_corrected,spectral_radius_lo,spectral_radius_hi,eigvec_stability_median,eigvec_stability_lo,frac_replicates_complex,n_boot_ok,spectral_radius_sample_bias,spectral_radius_debiased,noise_ratio_choice_prop_A,noise_ratio_reward_rate,noise_ratio_switch_rate,noise_ratio_mean_log_ici,spectral_radius_attenuation_corrected,skill_h1,skill_h2,skill_h5,skill_h10,bin_clicks,att_loading_choice_prop_A,att_loading_reward_rate,att_loading_switch_rate,att_loading_mean_log_ici
mmh0nnjgngklw9,119,83,36,4,10.0,2.8749075284081425,0.0,3.6323439867254157,-0.26346463349959337,4.00233096371266,-0.3921598952884513,2.8130355994572653,0.021521363153247597,A_ic,0.4881272720415153,0.4881272720415153,0.0,0.25113122596144966,False,switch rate,0.9664910437542169,,-0.02671117169351097,-0.18085256996939983,-0.8653767173066791,-0.466585467396638,-0.015883209343874938,0.5040104813853903,0.23530446591358062,0.7200397969034088,0.9777663805004383,0.07494003739226247,0.37666666666666665,300,-0.01525599981213216,0.5033832718536475,0.29093012906097004,0.36322149510058527,0.7305437395968188,0.09999999999999999,,0.18457570947138643,0.19538987621724432,-0.26587877650246083,,10,,,,
mmh0ocgvq48nmw,96,65,31,4,10.0,1.3176318513437808,0.0,0.7690581972780041,0.41633302466566546,0.7105284370972171,0.4607534446191567,0.758538394075907,0.4243168960265229,DMDc,0.43267990088549485,0.43267990088549485,0.0,0.12294734935910549,True,reward rate,0.8273844463801336,,0.29059461477240034,0.8328180001995176,-0.3749124036023811,-0.2853237424997124,0.030402542006933486,0.40227735887856136,0.2363366436295083,0.6404205602289622,0.9417479050009105,0.4589375200421633,0.7066666666666667,300,-0.02360649019400496,0.4562863910794998,0.10294952289737856,0.3047920192393337,0.9338592233009712,0.10000000000000002,,0.40281939716374127,0.3307876999694666,0.3675045794011339,,10,,,,
mmh0opq7ik4vq9,88,60,28,4,10.0,1.4210904506871949,0.0,1.2794762363306769,0.09965179506205102,1.214710812634864,0.1452262506953953,1.3006713247326342,0.08473712978391323,DMDc,0.3689519426861546,0.3689519426861546,0.0,0.35497236090407364,True,reward rate,0.6951709064571574,,0.2063162922755415,0.8155817092080969,-0.494080204345616,0.2194192672047442,0.05922090996467855,0.30973103272147606,0.22200677953364634,0.6260052401425509,0.7385361107122363,0.0945784748657403,0.7566666666666667,300,0.03857958246101706,0.33037236022513755,0.10226039783001807,0.2549533195020746,0.7172872340425531,0.09999999999999999,1.5288149855562068,0.005057825634808204,0.10497041877628197,-0.007298312279870989,,10,-0.2019852853840842,-0.16377703665232562,-0.6967832036478954,0.6684849989849201
mmh0ozswyuhptg,97,66,31,4,10.0,1.4741494293872102,0.0,0.7488041061860768,0.49204328186909274,0.6919053070770661,0.5306409965747607,0.6935165513608545,0.5295479972819697,DMDc,0.3206097038176652,0.3206097038176652,0.0,0.25368380611943264,False,reward rate,0.6093436748029782,,-0.07896379155597388,0.9584693950740457,-0.21611912786307244,0.16850418659844194,0.05784770143989987,0.2627620023777653,0.2357896994609641,0.53979309929637,0.5384596646722086,0.02056618767679194,0.47,300,0.038151214889126706,0.2824584889285385,0.13161106268325543,0.2683884926135019,1.352254456483747,0.10000000000000005,,0.5390646479847331,0.2937533769394011,0.5552495736381828,,10,,,,
mmh0pa4lqweccy,85,58,27,4,0.01,1.5486474200184044,0.0,1.4438770043642388,0.06765285261181042,1.1952427789802256,0.22820213075612705,0.9048683557302233,0.41570408859140473,A_ic,0.811182341274676,0.811182341274676,0.0,0.2692868854703356,True,reward rate,3.312334804450885,,0.10568197624168697,0.8868662290657375,-0.44954771399293014,-0.014368872053892236,-0.020259301133708774,0.8314416424083848,0.591163017023592,0.919558437442655,0.9752235578186994,0.8073913281802695,0.65,300,-0.038742052439919905,0.8499243937145959,0.4813495417018786,0.15679160419790106,0.9950069832402234,0.10000000000000005,,0.05321436806535049,0.5094608771163779,0.5057060770413794,,10,,,,
mmh0pj6zzym52u,120,82,38,4,0.01,1.78313580630728,0.0,0.8108229684991246,0.5452825490738875,0.7765116951104174,0.5645246467690501,0.7615076847521121,0.5729390425235593,A_ic,0.38205351687717465,-0.38205351687717465,0.0,0.2924114767292175,False,P(A),0.7203815032192242,,-0.9290693333419194,0.03071676390478347,0.25074396455064496,0.2702112479158558,0.014232685986007854,0.3678208308911668,0.2531277837479118,0.5404066518551277,0.8847969713903778,0.0440302881048262,0.56,300,0.016018133009825797,0.36603538386734885,0.11927379087526924,0.3020035618878006,1.5429727936297288,0.10000000000000003,,0.5761437680788721,0.5081871710862614,0.7234537153633771,,10,,,,
mmh0pjhq4si99l,69,47,22,4,10.0,0.6152947446336829,0.0,0.7085646965777245,-0.15158580949617884,0.5733385994034313,0.06818869427404306,0.4288228445660542,0.30306109664343905,A_ic,0.6882497905500249,0.6882497905500249,0.0,0.547275615317732,False,mean log ICI,1.8553019262672605,,-0.19118744717841607,0.4798662183091985,-0.2247324418276352,-0.8262391313398426,-0.007701820440730867,0.6959516109907558,0.46974165483540137,0.8286342264699293,0.9524899839472607,0.2083383186101127,0.4266666666666667,300,-0.03581087115441561,0.7240606617044405,0.3414300736067298,0.31833634032855374,0.11162377994676136,0.1,0.7873233305160288,-49.162632301621386,-27.45096044819929,-4.103906911543762,,10,-0.17788311919597244,0.5027989532212291,-0.20684565724824333,-0.8202229469005912
mmh0puch8ryw6q,86,59,27,4,0.01,1.4259796687573765,0.0,0.7530887847450661,0.47187971803179996,0.5841246108933343,0.5903696078623963,0.6108687186711158,0.5716147066785058,DMDc,0.8894474923794266,0.8894474923794266,0.0,0.7026589902057517,False,reward rate,5.916506675383076,,0.05348116972577331,0.9278353961810626,-0.20688245714213738,-0.30571374029494575,-0.01740801283257576,0.9068555052120023,0.7066162876896047,0.9544120583439549,0.9287675972720753,0.5758431411975833,0.14,300,-0.052106309195762535,0.9415538015751891,0.404071127749181,0.154807050666493,0.22535136286201024,0.09999999999999998,1.0519965563563076,0.4680350250804987,0.27787486569365977,0.31895744458231895,,10,-0.06943868049827628,-0.9643658371847514,0.2053917395735675,0.151627949391119
mmh0r154q42czx,114,78,36,4,0.01,1.7820353914085867,0.0,0.6959299014846585,0.6094747024442821,0.6384452066098691,0.6417325886523396,0.6257044785952407,0.6488821256795239,A_ic,0.5941404463846588,0.5941404463846588,0.0,0.26821962125940213,True,mean log ICI,1.3313379402219707,,0.01048773827417602,0.67347429438671,0.19823936954508506,0.712055850694721,-0.023902324397731878,0.6180427707823907,0.3727595812747275,0.7435577326260003,0.9911615865596386,0.3222281844824662,0.5766666666666667,300,-0.026466257065767107,0.6206067034504259,0.0886085631375205,0.2562974489555336,1.3625074985003,0.09999999999999998,,0.6132294015316024,0.34574471730253764,0.34154709804694827,,10,,,,
mmh0r34ra4dkeq,89,61,28,4,10.0,1.1631539674108111,0.0,0.862832635387706,0.25819568211732313,0.7442639535410128,0.36013290209743287,0.7077019442453226,0.3915664098875301,A_ic,0.8008237838837032,0.8008237838837032,0.0,0.2025540488617736,True,reward rate,3.1206771494227463,,0.01146271838156661,-0.7195796254778686,0.5748020379629043,-0.38945652624924293,-0.01910660162208022,0.8199303855057835,0.6380405875772214,0.8580883056437503,0.9920444137376978,0.9687803885638908,0.6033333333333334,300,-0.04395404007123116,0.8447778239549344,0.3315386645552917,0.13096616739244868,0.2336149590427585,0.09999999999999996,0.8914227695049681,0.24830309081345736,0.23042891779096064,0.15734901389158645,,10,0.018037852115995005,-0.720125905361506,0.5834532803837016,-0.3750674418392117
mmh0rqn7w97bj1,62,42,20,4,10.0,1.1752761345972251,0.0,1.0268709352645318,0.12627262220682534,0.9510317795665386,0.19080141970851516,0.9311873256816867,0.20768634853560541,A_ic,0.8024488699537536,0.8024488699537536,0.0,0.399416516629192,False,reward rate,3.149421553014945,,0.06308735080360266,-0.6328950372069727,0.5493500426578235,0.5419210170119031,-0.042247666687229235,0.8446965366409829,0.5207382208641327,0.9157800979462346,0.9699952208749534,0.5951665176756993,0.37,300,-0.07364598425962776,0.8760948542133814,0.6044228053222327,0.21030290952570743,0.283657703164463,0.1,0.9099012957341279,0.23209280782289698,0.4386726409058204,0.7497139254971592,,10,-0.2917916032514667,0.16183991660066036,0.08709163158662092,-0.9386589100276044
mmh0tro0xy62is,91,61,30,4,10.0,1.8773428245747934,0.0,0.9922712481929906,0.4714490953895254,0.903837685083205,0.5185548034957768,0.941510901696694,0.4984874955324473,DMDc,0.7342315581155874,0.7342315581155874,0.0,0.24414880857384366,False,reward rate,2.2436970433720087,,-0.05605966355989443,-0.9614827328343881,-0.1529601540844234,-0.22138531985056667,-0.024931136985113733,0.7591626951007011,0.5614542130359468,0.8022847457769543,0.9792541012638336,0.8912006649211501,0.33,300,-0.047674790163867886,0.7819063482794553,0.2724650825321967,0.1757301920284008,1.087659574468085,0.09999999999999999,,0.47087607423961464,0.41152947289194464,0.4616841022029611,,10,,,,
mmh0uacr2t1xyl,68,46,22,4,10.0,1.3174879662223986,0.0,1.3938878209781216,-0.05798903421849255,1.087859472945478,0.17429266844488056,1.3504400699517836,-0.0250113128728362,DMDc,0.7596056084282695,0.7596056084282695,0.0,0.18622603768171214,True,reward rate,2.520939316177012,,0.09750395589119581,0.6884575449100616,-0.6337596506742771,-0.33892166147827807,-0.05377415952313669,0.8133797679514062,0.3442059219375047,0.8498387451130441,0.9748140763491996,0.6939572997281647,0.85,300,-0.052885749349720346,0.8124913577779899,0.13296085974232155,0.1712847231595713,0.297734076900499,0.09999999999999995,0.8683851286720428,-0.09611994487655146,0.3116836565238222,-0.3271890966099673,,10,-0.09873714998694852,-0.6944031458041308,0.6279892469553991,0.3371716951616385
mmh0ueba03trt8,75,50,25,4,10.0,1.4426919292715568,0.0,1.377580395333469,0.0451319735121577,1.3341791096020916,0.07521551723399145,1.4197983630348014,0.015868645115603264,DMDc,0.7757496191592531,0.7757496191592531,0.0,0.3454274532853741,False,reward rate,2.729726915062889,,0.000439396996779408,-0.8308608756510385,0.07690872125259683,-0.5511397833925248,-0.01619075848360374,0.7919403776428569,0.5911070906136553,0.8879447337553874,0.9573888420386887,0.7109124775931935,0.5833333333333334,300,-0.05591300157081547,0.8316626207300686,0.37269264775896066,0.12855564853556484,0.49540229885057446,0.09999999999999999,0.8604426791802602,-0.20385244073499592,-0.20375229622232544,-0.7357223114604292,,10,-0.001840722291293174,0.8367161206459092,-0.043429447447479015,0.5459089926783707
mmh0vbvuxjtcjt,115,79,36,4,10.0,1.8012469069216093,0.0,0.8176608952338352,0.5460584042688268,0.7212990073760487,0.5995557274217489,0.7145601712254336,0.6032969336521218,A_ic,0.22922318226152635,0.22922318226152635,0.0,0.22757399359240962,True,reward rate,0.4705494536339983,,0.11469196214231096,0.9788458255491833,0.14313050282096906,0.09066566487431267,0.041505752455334805,0.18771742980619155,0.15293911864730614,0.40631716993272227,0.388922180000241,0.036903772403372406,0.7266666666666667,300,0.05561514065662962,0.17360804160489673,0.1993006993006993,0.40425531914893625,2.377540106951871,0.1,,0.5510912400139649,0.43034276180392544,0.4761313898413268,,10,,,,
