participant_id,context,n_early,n_late,rho_early,rho_late,dominant_cosine,top2_mean_angle_deg,top2_max_angle_deg,eigenvalue_distance,spectral_radius_diff,operator_frobenius_distance,early_predicts_late_mse,early_predicts_late_skill,bin_clicks
P25,4,11,12,0.36694105952057565,0.20062993248651487,0.7057318013844951,44.856688154532286,44.856688154532286,0.5082528596975052,0.16631112703406079,0.6559351426312713,1.2951829817472875,0.4181707083249325,10
P26,1,6,6,0.7285023513878803,0.5145105201810253,0.9500833093630994,18.177913527111333,18.177913527111333,1.1206252455544414,0.21399183120685505,4.301420949661945,6.495240017596615,-0.22437776404312904,10
P27,1,13,13,0.3274876120069732,0.3132408393663681,0.5319758326491125,47.702688003046966,47.702688003046966,0.6092658358997003,0.014246772640605088,0.7916416746441663,0.9329756320969058,0.35423988771875004,10
P27,2,13,13,0.3082621149674697,0.36795534111466144,0.050927092376462216,43.799513852779725,68.07263067887443,0.6762174560821311,0.05969322614719175,0.6304529284807431,0.9614704509958015,-0.018981367309367725,10
P27,3,12,13,0.2641109806102751,0.25294220211569957,0.39886120331402014,66.49299391804934,66.49299391804934,0.4187651266485013,0.011168778494575538,0.7555349988476198,2.7553921557760037,0.3320658243319633,10
P27,4,12,12,0.30153088226628255,0.23646462992311632,0.31758906656548747,55.11126044084328,73.35744482358884,0.06506625234316624,0.06506625234316624,0.7144838790818794,0.6908710660522867,0.31242162268925877,10
P28,1,10,11,0.6563752323034742,0.27801109037154326,0.691215306244371,46.27361195854174,46.27361195854174,0.4075514840097337,0.3783641419319309,1.1302187573374274,0.7858854734605839,-4.024360678952758,10
P28,2,12,13,0.3923521376600881,0.49036403330905864,0.10913314305693561,82.80592708235994,82.80592708235994,0.6967930945896778,0.09801189564897056,1.4165766361001386,1.23086955480145,0.09891094036309389,10
P28,3,14,14,0.562368751269365,0.7076272195302339,0.1577471886949166,46.560145764542234,73.13961003709322,0.14525846826086886,0.14525846826086886,3.03405267653374,3.095802145778316,0.05276995269042395,10
P28,4,11,12,0.4523521963440636,0.5079942601243198,0.005462984612398691,69.47397008779753,69.47397008779753,0.8373057512904175,0.05564206378025621,1.5445424596610484,1.9891258919710344,0.11781970085853455,10
P29,1,5,6,0.31263885304352945,0.41138539517554334,0.18394129016741545,79.30861005737276,79.30861005737276,0.40524957169279313,0.09874654213201389,0.928773643525164,2.59415758948253,0.28481256752795325,10
P29,2,6,6,0.23127983799671673,0.1219865909513699,0.17719989862880878,76.25499456558562,76.25499456558562,0.30906218000786245,0.10929324704534682,0.5223961184051659,0.7992423252230848,-0.11453923123222132,10
P29,3,6,6,0.3133854630184972,0.28503484178612093,0.24096687660713836,48.15544661095428,48.15544661095428,0.41912923868647317,0.02835062123237625,0.5691739509794188,3.488228645510837,0.010545511683502151,10
P29,4,5,5,0.25685879835693876,0.6336429477989609,0.6169294384321565,51.19566668698971,51.19566668698971,0.7537615857190412,0.37678414944202215,1.3208988345361004,6.4680453394931785,-0.16075686696733715,10
P30,1,14,15,0.22147325312850702,0.6255432754936326,0.6481520152067036,38.25260045722596,69.44592597310516,0.8470165286221396,0.4040700223651256,0.9760942358343165,5.25238058365333,-0.6365204835315883,10
P30,2,15,15,0.3515995067976165,0.41127155431407536,0.9522269340592084,17.343392664162575,17.343392664162575,0.2460893762159569,0.05967204751645888,0.6119252707052829,1.0098347275985338,0.5826206448416231,10
P30,3,15,15,0.5369398191034463,0.5526250290499969,0.9087318288721518,32.13317142292598,56.84501478154807,0.015685209946550538,0.015685209946550538,0.6652464283409831,0.904377658145169,0.6845017523167753,10
P30,4,15,15,0.2676547626744093,0.36684278810877513,0.0774970042646983,37.433637230333865,37.433637230333865,0.15996634352510103,0.09918802543436583,0.6094794597589783,1.0433061627160367,0.5884512271981223,10
