participant_id,color,contingency,stage_pair,n_early,n_late,dominant_cosine,top2_mean_angle_deg,top2_max_angle_deg,eigenvalue_distance,spectral_radius_diff,operator_frobenius_distance,early_predicts_late_skill
60324e0d654dbd21e0e7fa2d,green,A_rich,1v3,36,36,0.1377720887007856,13.38407759869434,26.768155197388666,0.9030443618846073,0.34850459991195964,1.5757653560731284,0.4998853500459822
60324e0d654dbd21e0e7fa2d,green,B_rich,2v4,36,36,0.7609668799839655,32.9066390457794,32.9066390457794,0.4327384365124675,0.2107573010798391,0.8532707128688967,0.5922689235454182
650f06d2017a53e840c5af61,blue,A_rich,2v4,36,36,0.3489776350712861,38.81955530700908,77.63910976024452,0.931387134833427,0.2366441940103114,0.7726356329498706,0.4866592569589586
650f06d2017a53e840c5af61,blue,B_rich,1v3,36,36,0.31767326169509613,36.505503215006165,73.01100643001233,0.11825135309353607,0.11825135309353607,1.2860251685338913,0.38845004103668634
650f06d2017a53e840c5af61,green,A_rich,1v3,36,36,0.14819334809548207,44.879912642873364,89.75982407832846,0.1923933092163056,0.1923933092163056,0.6480312870881824,0.4313470781797504
650f06d2017a53e840c5af61,green,B_rich,2v4,36,36,0.3139430887919986,20.12312961969573,20.12312961969573,0.3631550985047484,0.27440204565157333,0.8100967045890751,0.5965684567106223
664b8bef90cdb799d4c4c35d,blue,A_rich,1v3,36,36,0.5745012877920596,32.18451948319946,32.18451948319946,0.47769818429271904,0.09311235789794259,1.343063296458491,0.10473493468988926
664b8bef90cdb799d4c4c35d,blue,B_rich,2v4,36,36,0.8051711678559681,24.557312461393323,24.557312461393323,0.3606000447646303,0.21809528522052313,1.0688633234939429,0.4041075932696999
664b8bef90cdb799d4c4c35d,green,A_rich,2v4,36,36,0.2631552184259057,35.86268014738464,71.72535944099563,0.8748533093271427,0.29672914338861683,1.3958900061530988,0.3519848969551407
664b8bef90cdb799d4c4c35d,green,B_rich,1v3,36,36,0.7120501358391875,10.965215934956907,10.965215934956907,0.2932785570665989,0.20161514378383077,1.3535568964376277,-0.2866333630908424
681b781064a5701a5ceee3bc,blue,A_rich,1v3,36,36,0.28722530915041783,27.696705438863344,55.393409170179396,0.09312305017180733,0.09312305017180733,1.0472786872024575,0.2573496969793261
681b781064a5701a5ceee3bc,blue,B_rich,2v4,36,36,0.4177417503181975,65.30790337287648,65.30790337287648,0.23861090545506158,0.035831108741859574,0.6296529004668485,0.5905339800292575
681b781064a5701a5ceee3bc,green,A_rich,2v4,36,36,0.9000693912861878,14.30920760544659,14.30920760544659,0.4529941577309683,0.3918801728122017,0.6763153948211963,0.6001349756714435
681b781064a5701a5ceee3bc,green,B_rich,1v3,36,36,0.19823510202264372,42.19124909752448,42.19124909752448,0.5712071527844246,0.10167359135954424,1.1446630689877961,0.4010305615413371
6931bc7a9286300ba24d7703,blue,A_rich,1v3,36,36,0.9805372111071873,11.65773482801482,23.3154696560296,0.007697884385102938,0.007697884385102938,0.4389532584106633,0.6141241311405694
6931bc7a9286300ba24d7703,blue,B_rich,2v4,36,36,0.7151820479292449,23.780684473242797,47.561368946485594,0.3529499048473682,0.3529499048473682,0.9055315166957094,0.5261548507562914
