participant_id,B_A1,rho_A1,B_B1,rho_B1,B_A2,rho_A2,B_B2,rho_B2,B_sign_flips,rho_spread,rho_spread_null_p95,rho_unstable,pre_switch_alignment,n_switches,cue_gain_near,cue_gain_far,n_near
69861227e96662416a5b08ac,-0.18485154531530665,0.7486386487036827,0.21235888408623887,0.3321327520367002,-0.15907979791561822,0.22534137922795797,0.1858158303678265,0.2320030404455563,True,0.5232972694757247,0.7455432467339127,False,-0.29642857142857143,28,-3.5005372433909483,-1.9756020496868447,7
698754c1f51d3f9181f7952b,0.08043870599289525,0.22232665849738883,-0.08886204351007618,0.2138947743556078,-0.04289874105318273,0.23538703272377276,-0.005726431304635673,0.22262198702521183,True,0.021492258368164957,0.36628056797289243,False,-0.20357142857142857,28,-0.169565964501912,0.14341622286032454,7
699b19eb2744be8e2c9e73ed,-0.13818483957991995,0.3901832624579161,0.011177552060626483,0.7621863236616845,0.1258507965504745,0.73023467607256,0.2019869098245391,0.5763266651920148,True,0.37200306120376836,0.6279981497838134,False,-0.05357142857142857,28,1.8382347126948713,1.6056118721537027,7
69ab872f2dc6e02760face50,0.009610104412696033,0.5676145631084015,-0.19419716625189123,0.3903674532557494,0.04700630726255348,0.24335580833580495,-0.04119612153939088,0.587788131199302,True,0.344432322863497,0.5484429684942823,False,-0.08928571428571429,28,10.631645903790398,1.5057397697334813,7
69cbcb9a5c8b56847e4ebda5,0.1645586935202043,0.823558873884368,-0.15274202916736143,0.36238224124284574,0.15230281802142384,0.27344457453333254,-0.1784837325396626,0.31754386472544394,True,0.5501142993510355,0.6929046875564482,False,-0.3321428571428572,28,-7.524469954474299,-3.900010047979585,7
69ed0ecd116ddecaafd2d726,-0.14876231983100344,0.18577538836134147,0.15878832409841623,0.1896416356209753,-0.1494969620856406,0.18015689775163565,0.14660528722552313,0.20910472871362495,True,0.0289478309619893,0.3865392731836175,False,-0.2392857142857143,28,-6.098603610827294,-9.10674962282351,7
6a0415c09c578ebcf634a8f7,0.1520842177708751,0.420128107258202,-0.16540583997033564,0.24134475651908666,0.21506266008581848,0.3148882395044859,-0.17899131323752543,0.2825625768032016,True,0.17878335073911533,0.542995697350862,False,-0.3821428571428572,28,-2.094316602048916,-1.721531694444791,7
6a17230d60e2a318a8073ab6,0.10986261854032309,0.1720116565604164,-0.1379259781402864,0.24682908527419872,0.17014816191615784,0.25325304356810685,-0.15281338253137078,0.47745751651203167,True,0.3054458599516153,0.5150564069766647,False,-0.41785714285714287,28,-5.319640071760627,-3.3112833686787333,7
6a19b14498b3d36bccc467cb,-0.027522332270933158,0.5871616371850964,-0.0251912771587689,0.5151901213892788,-0.007982178886273325,0.6849558095865232,-0.05070386918487785,0.6486420502096188,False,0.16976568819724447,0.5109897722500384,False,0.025000000000000015,28,7.163552627301564,-0.1379134911243459,7
6a1e249fc87cc5282b9262b3,0.16018907859121795,0.6329047128683545,-0.1394508915591468,0.22816231577993515,0.12007622252006536,0.28734429248534904,-0.13099059671283125,0.30803577710280206,True,0.4047423970884193,0.5821453119857247,False,-0.22500000000000003,28,-2.354540916217019,-2.5835344698381335,7
6a22f88b62f94cd1d52e3d19,-0.13520870475003433,0.39143950311124104,0.12706931551185055,0.24023039775102456,-0.14072647496847543,0.2181669464224276,0.1767697112559013,0.14303730892378272,True,0.24840219418745832,0.4497204194752304,False,-0.27499999999999997,28,-4.928637383682052,-8.50401285129698,7
6a43a2cd49feba211cdecf86,-0.19651145141595644,0.4558909630268473,0.1591922193576433,0.7852600138217469,-0.21684915868662205,0.5556115717103854,0.23781624623656913,0.3353389017478369,True,0.44992111207391,0.9709282537078943,False,-0.275,28,-4.900024764401836,-8.026998288958154,7
6a4407786c0afee02f74e0d0,-0.14386535804461323,0.42351445821202094,0.2064546256837608,0.44968635474866026,-0.15690294269853802,0.32078026384628044,0.1952383311808454,0.2742174904509535,True,0.17546886429770675,0.40331730026801604,False,-0.2928571428571428,28,-2.117356139441935,-1.3464911345828177,7
