participant_id,color,flipped,pre_last50,post_r1,post_first5,post_41_60,start_richness_gap
698078075d3326e1b30bd1c3,#2E5C8A,False,0.7,0.0,0.0,0.25,0.17000000000000004
698078075d3326e1b30bd1c3,#2E5C8A,True,0.56,1.0,1.0,0.7,0.17000000000000004
698078075d3326e1b30bd1c3,#2E5C8A,False,0.54,0.0,0.0,0.44999999999999996,0.17000000000000004
698078075d3326e1b30bd1c3,#2E5C8A,False,0.31999999999999995,0.0,0.0,0.25,0.17000000000000004
698078075d3326e1b30bd1c3,#2E5C8A,False,0.72,0.0,0.0,0.5,0.17000000000000004
698078075d3326e1b30bd1c3,#2E7D5B,False,0.7,0.0,0.0,0.35,0.17000000000000004
698078075d3326e1b30bd1c3,#2E7D5B,False,0.56,0.0,0.0,1.0,0.17000000000000004
698078075d3326e1b30bd1c3,#2E7D5B,False,0.6599999999999999,1.0,1.0,0.8,0.06999999999999995
698078075d3326e1b30bd1c3,#2E7D5B,True,0.42000000000000004,0.0,0.0,0.6,0.06999999999999995
698078075d3326e1b30bd1c3,#2E7D5B,False,0.8,1.0,1.0,0.55,0.06999999999999995
698078075d3326e1b30bd1c3,#2E7D5B,False,0.76,1.0,0.2,0.2,0.06999999999999995
698078075d3326e1b30bd1c3,#2E7D5B,False,0.56,1.0,1.0,0.6,0.06999999999999995
698078075d3326e1b30bd1c3,#2E7D5B,True,0.82,0.0,0.0,0.0,0.06999999999999995
698078075d3326e1b30bd1c3,#2E7D5B,False,0.54,1.0,1.0,0.8,0.06999999999999995
698078075d3326e1b30bd1c3,#2E7D5B,False,0.64,0.0,0.0,0.0,0.17000000000000004
698078075d3326e1b30bd1c3,#2E7D5B,False,0.5,1.0,1.0,0.7,0.06999999999999995
698078075d3326e1b30bd1c3,#2E7D5B,True,0.7,1.0,1.0,0.35,0.17000000000000004
698078075d3326e1b30bd1c3,#2E7D5B,False,0.46,1.0,1.0,0.8,0.06999999999999995
698078075d3326e1b30bd1c3,#2E7D5B,False,0.32,0.0,0.0,0.8,0.17000000000000004
698078075d3326e1b30bd1c3,#2E7D5B,False,0.48,1.0,1.0,0.8,0.06999999999999995
69825ba5f82e6ac78f401931,#2E5C8A,False,0.64,0.0,0.0,0.4,0.17000000000000004
69825ba5f82e6ac78f401931,#2E5C8A,False,0.64,0.0,0.0,0.44999999999999996,0.17000000000000004
69825ba5f82e6ac78f401931,#2E5C8A,False,0.48,0.0,0.0,1.0,0.17000000000000004
69825ba5f82e6ac78f401931,#2E5C8A,True,0.5800000000000001,0.0,0.0,0.0,0.06999999999999995
69825ba5f82e6ac78f401931,#2E5C8A,False,0.78,0.0,0.2,0.3,0.17000000000000004
69825ba5f82e6ac78f401931,#2E5C8A,False,0.7,1.0,1.0,0.5,0.06999999999999995
69825ba5f82e6ac78f401931,#2E5C8A,False,0.82,0.0,0.0,0.75,0.17000000000000004
69825ba5f82e6ac78f401931,#2E5C8A,True,0.7,0.0,0.0,0.35,0.06999999999999995
69825ba5f82e6ac78f401931,#2E5C8A,False,0.54,0.0,0.0,0.4,0.17000000000000004
69825ba5f82e6ac78f401931,#2E5C8A,False,0.72,1.0,1.0,0.55,0.06999999999999995
69825ba5f82e6ac78f401931,#2E5C8A,False,0.8200000000000001,0.0,0.0,0.6,0.17000000000000004
69825ba5f82e6ac78f401931,#2E5C8A,True,0.56,1.0,1.0,1.0,0.17000000000000004
69825ba5f82e6ac78f401931,#2E5C8A,False,0.52,1.0,1.0,0.0,0.06999999999999995
69825ba5f82e6ac78f401931,#2E5C8A,False,0.48,0.0,0.0,0.95,0.17000000000000004
69825ba5f82e6ac78f401931,#2E5C8A,False,0.6,1.0,1.0,1.0,0.06999999999999995
69825ba5f82e6ac78f401931,#2E7D5B,False,0.66,1.0,1.0,0.65,0.06999999999999995
69825ba5f82e6ac78f401931,#2E7D5B,False,0.82,1.0,1.0,0.85,0.06999999999999995
69825ba5f82e6ac78f401931,#2E7D5B,False,0.58,0.0,0.0,1.0,0.17000000000000004
69825ba5f82e6ac78f401931,#2E7D5B,True,0.54,1.0,1.0,0.35,0.17000000000000004
69825ba5f82e6ac78f401931,#2E7D5B,False,0.78,1.0,1.0,0.25,0.06999999999999995
69825ba5f82e6ac78f401931,#2E7D5B,False,0.84,1.0,1.0,0.44999999999999996,0.06999999999999995
69825ba5f82e6ac78f401931,#2E7D5B,False,0.56,0.0,0.0,0.050000000000000044,0.17000000000000004
69825ba5f82e6ac78f401931,#2E7D5B,True,0.6799999999999999,0.0,0.0,0.0,0.06999999999999995
69825ba5f82e6ac78f401931,#2E7D5B,False,0.72,1.0,1.0,0.0,0.06999999999999995
69825ba5f82e6ac78f401931,#2E7D5B,False,0.7,1.0,1.0,0.2,0.06999999999999995
69825ba5f82e6ac78f401931,#2E7D5B,False,0.2,0.0,0.0,0.35,0.17000000000000004
69825ba5f82e6ac78f401931,#2E7D5B,True,0.48,0.0,0.0,0.7,0.06999999999999995
69825ba5f82e6ac78f401931,#2E7D5B,False,0.56,1.0,1.0,0.55,0.06999999999999995
69825ba5f82e6ac78f401931,#2E7D5B,False,0.62,0.0,0.0,0.0,0.17000000000000004
69825ba5f82e6ac78f401931,#2E7D5B,False,0.54,0.0,0.0,0.050000000000000044,0.17000000000000004
69861227e96662416a5b08ac,#2E5C8A,False,0.7,0.0,0.0,0.5,0.17000000000000004
69861227e96662416a5b08ac,#2E5C8A,False,0.76,0.0,0.0,0.55,0.17000000000000004
69861227e96662416a5b08ac,#2E5C8A,False,0.78,1.0,0.8,0.85,0.06999999999999995
69861227e96662416a5b08ac,#2E5C8A,True,0.74,1.0,1.0,0.25,0.17000000000000004
69861227e96662416a5b08ac,#2E5C8A,False,0.62,0.0,0.0,0.65,0.17000000000000004
69861227e96662416a5b08ac,#2E5C8A,False,0.74,0.0,0.0,0.6,0.17000000000000004
69861227e96662416a5b08ac,#2E5C8A,False,0.68,0.0,0.0,0.5,0.17000000000000004
69861227e96662416a5b08ac,#2E5C8A,True,0.78,1.0,1.0,0.4,0.17000000000000004
69861227e96662416a5b08ac,#2E5C8A,False,0.8200000000000001,0.0,0.0,0.8,0.17000000000000004
69861227e96662416a5b08ac,#2E5C8A,False,0.64,1.0,1.0,0.5,0.06999999999999995
69861227e96662416a5b08ac,#2E5C8A,False,0.64,0.0,0.0,0.5,0.17000000000000004
69861227e96662416a5b08ac,#2E5C8A,True,0.62,1.0,1.0,0.6,0.17000000000000004
69861227e96662416a5b08ac,#2E5C8A,False,0.66,1.0,1.0,1.0,0.06999999999999995
69861227e96662416a5b08ac,#2E5C8A,False,0.74,0.0,0.0,0.8,0.17000000000000004
69861227e96662416a5b08ac,#2E5C8A,False,0.78,0.0,0.0,0.75,0.17000000000000004
69861227e96662416a5b08ac,#2E7D5B,False,0.68,0.0,0.0,1.0,0.17000000000000004
69861227e96662416a5b08ac,#2E7D5B,False,0.76,0.0,0.0,0.65,0.17000000000000004
69861227e96662416a5b08ac,#2E7D5B,False,0.68,0.0,0.0,0.55,0.17000000000000004
69861227e96662416a5b08ac,#2E7D5B,True,0.7,0.0,0.0,0.35,0.06999999999999995
69861227e96662416a5b08ac,#2E7D5B,False,0.56,1.0,1.0,0.75,0.06999999999999995
69861227e96662416a5b08ac,#2E7D5B,False,0.8,1.0,1.0,0.75,0.06999999999999995
69861227e96662416a5b08ac,#2E7D5B,False,0.56,1.0,1.0,0.44999999999999996,0.06999999999999995
69861227e96662416a5b08ac,#2E7D5B,True,0.5800000000000001,0.0,0.0,0.09999999999999998,0.06999999999999995
69861227e96662416a5b08ac,#2E7D5B,False,0.74,1.0,1.0,0.65,0.06999999999999995
69861227e96662416a5b08ac,#2E7D5B,False,0.64,1.0,1.0,0.45,0.06999999999999995
69861227e96662416a5b08ac,#2E7D5B,False,0.58,0.0,0.0,1.0,0.17000000000000004
69861227e96662416a5b08ac,#2E7D5B,True,0.68,1.0,1.0,0.75,0.17000000000000004
69861227e96662416a5b08ac,#2E7D5B,False,0.5,0.0,0.0,0.6,0.17000000000000004
69861227e96662416a5b08ac,#2E7D5B,False,0.5800000000000001,1.0,1.0,0.8,0.06999999999999995
69861227e96662416a5b08ac,#2E7D5B,False,0.6799999999999999,1.0,1.0,0.6,0.06999999999999995
698754c1f51d3f9181f7952b,#2E5C8A,False,0.4,1.0,0.4,0.7,0.06999999999999995
698754c1f51d3f9181f7952b,#2E5C8A,False,0.5,1.0,0.6,0.85,0.06999999999999995
698754c1f51d3f9181f7952b,#2E5C8A,False,0.72,0.0,0.6,0.4,0.17000000000000004
698754c1f51d3f9181f7952b,#2E5C8A,True,0.52,1.0,1.0,0.4,0.17000000000000004
698754c1f51d3f9181f7952b,#2E5C8A,False,0.52,0.0,0.8,0.65,0.17000000000000004
698754c1f51d3f9181f7952b,#2E5C8A,False,0.45999999999999996,0.0,0.6,1.0,0.17000000000000004
698754c1f51d3f9181f7952b,#2E5C8A,False,0.8200000000000001,0.0,0.0,0.55,0.17000000000000004
698754c1f51d3f9181f7952b,#2E5C8A,True,0.6599999999999999,1.0,1.0,1.0,0.17000000000000004
698754c1f51d3f9181f7952b,#2E5C8A,False,0.0,1.0,1.0,0.55,0.06999999999999995
698754c1f51d3f9181f7952b,#2E5C8A,False,0.56,0.0,0.0,0.0,0.17000000000000004
698754c1f51d3f9181f7952b,#2E5C8A,False,0.2,0.0,0.8,0.0,0.17000000000000004
698754c1f51d3f9181f7952b,#2E5C8A,True,0.2,1.0,1.0,0.85,0.17000000000000004
698754c1f51d3f9181f7952b,#2E5C8A,False,0.54,1.0,1.0,1.0,0.06999999999999995
698754c1f51d3f9181f7952b,#2E5C8A,False,0.72,1.0,0.4,0.65,0.06999999999999995
698754c1f51d3f9181f7952b,#2E5C8A,False,0.8200000000000001,1.0,1.0,0.9,0.06999999999999995
698754c1f51d3f9181f7952b,#2E7D5B,False,0.54,1.0,1.0,0.75,0.06999999999999995
698754c1f51d3f9181f7952b,#2E7D5B,False,0.4,0.0,0.0,0.30000000000000004,0.17000000000000004
698754c1f51d3f9181f7952b,#2E7D5B,False,0.72,0.0,0.19999999999999996,0.75,0.17000000000000004
698754c1f51d3f9181f7952b,#2E7D5B,True,0.6799999999999999,1.0,0.4,0.44999999999999996,0.17000000000000004
698754c1f51d3f9181f7952b,#2E7D5B,False,0.66,1.0,1.0,0.75,0.06999999999999995
698754c1f51d3f9181f7952b,#2E7D5B,False,0.76,0.0,0.0,0.55,0.17000000000000004
698754c1f51d3f9181f7952b,#2E7D5B,False,0.54,0.0,0.0,0.05,0.17000000000000004
698754c1f51d3f9181f7952b,#2E7D5B,True,0.42,0.0,0.0,0.25,0.06999999999999995
698754c1f51d3f9181f7952b,#2E7D5B,False,0.54,1.0,1.0,1.0,0.06999999999999995
698754c1f51d3f9181f7952b,#2E7D5B,False,0.9,1.0,0.4,1.0,0.06999999999999995
698754c1f51d3f9181f7952b,#2E7D5B,False,0.74,0.0,0.0,0.85,0.17000000000000004
698754c1f51d3f9181f7952b,#2E7D5B,True,0.4,0.0,0.19999999999999996,0.6,0.06999999999999995
698754c1f51d3f9181f7952b,#2E7D5B,False,0.54,0.0,0.0,0.2,0.17000000000000004
698754c1f51d3f9181f7952b,#2E7D5B,False,0.26,0.0,0.4,0.35,0.17000000000000004
698754c1f51d3f9181f7952b,#2E7D5B,False,0.6,0.0,0.0,0.35,0.17000000000000004
699b19eb2744be8e2c9e73ed,#2E5C8A,False,0.8,0.0,0.0,0.35,0.17000000000000004
699b19eb2744be8e2c9e73ed,#2E5C8A,False,0.42000000000000004,1.0,1.0,0.0,0.06999999999999995
699b19eb2744be8e2c9e73ed,#2E5C8A,False,0.36,1.0,1.0,0.050000000000000044,0.06999999999999995
699b19eb2744be8e2c9e73ed,#2E5C8A,True,0.6799999999999999,0.0,0.0,1.0,0.06999999999999995
699b19eb2744be8e2c9e73ed,#2E5C8A,False,0.0,0.0,0.0,1.0,0.17000000000000004
699b19eb2744be8e2c9e73ed,#2E5C8A,False,0.32,0.0,0.2,1.0,0.17000000000000004
699b19eb2744be8e2c9e73ed,#2E5C8A,False,0.82,0.0,0.0,0.5,0.17000000000000004
699b19eb2744be8e2c9e73ed,#2E5C8A,True,0.12,0.0,0.0,0.05,0.06999999999999995
699b19eb2744be8e2c9e73ed,#2E5C8A,False,0.24,1.0,1.0,0.0,0.06999999999999995
699b19eb2744be8e2c9e73ed,#2E5C8A,False,0.0,1.0,0.4,0.0,0.06999999999999995
699b19eb2744be8e2c9e73ed,#2E5C8A,False,0.0,1.0,1.0,0.0,0.06999999999999995
699b19eb2744be8e2c9e73ed,#2E5C8A,True,0.0,1.0,0.4,0.0,0.17000000000000004
699b19eb2744be8e2c9e73ed,#2E5C8A,False,1.0,0.0,0.6,1.0,0.17000000000000004
699b19eb2744be8e2c9e73ed,#2E5C8A,False,0.76,0.0,0.0,1.0,0.17000000000000004
699b19eb2744be8e2c9e73ed,#2E5C8A,False,1.0,0.0,0.0,0.1,0.17000000000000004
699b19eb2744be8e2c9e73ed,#2E7D5B,False,0.7,1.0,1.0,0.55,0.06999999999999995
699b19eb2744be8e2c9e73ed,#2E7D5B,False,0.64,0.0,0.0,0.5,0.17000000000000004
699b19eb2744be8e2c9e73ed,#2E7D5B,False,0.58,1.0,1.0,1.0,0.06999999999999995
699b19eb2744be8e2c9e73ed,#2E7D5B,True,1.0,0.0,0.0,1.0,0.06999999999999995
699b19eb2744be8e2c9e73ed,#2E7D5B,False,0.4,1.0,1.0,1.0,0.06999999999999995
699b19eb2744be8e2c9e73ed,#2E7D5B,False,1.0,0.0,0.0,0.65,0.17000000000000004
699b19eb2744be8e2c9e73ed,#2E7D5B,False,0.74,1.0,0.19999999999999996,0.8,0.06999999999999995
699b19eb2744be8e2c9e73ed,#2E7D5B,True,0.38,0.0,0.0,1.0,0.06999999999999995
699b19eb2744be8e2c9e73ed,#2E7D5B,False,0.0,1.0,1.0,0.0,0.06999999999999995
699b19eb2744be8e2c9e73ed,#2E7D5B,False,0.0,1.0,1.0,0.0,0.06999999999999995
699b19eb2744be8e2c9e73ed,#2E7D5B,False,0.02,1.0,1.0,0.0,0.06999999999999995
699b19eb2744be8e2c9e73ed,#2E7D5B,True,0.0,1.0,1.0,0.0,0.17000000000000004
699b19eb2744be8e2c9e73ed,#2E7D5B,False,1.0,0.0,0.0,1.0,0.17000000000000004
699b19eb2744be8e2c9e73ed,#2E7D5B,False,1.0,0.0,0.0,1.0,0.17000000000000004
699b19eb2744be8e2c9e73ed,#2E7D5B,False,1.0,0.0,0.0,0.95,0.17000000000000004
69ab872f2dc6e02760face50,#2E5C8A,False,0.62,1.0,0.8,0.65,0.06999999999999995
69ab872f2dc6e02760face50,#2E5C8A,False,0.64,1.0,1.0,1.0,0.06999999999999995
69ab872f2dc6e02760face50,#2E5C8A,False,0.5,1.0,1.0,0.0,0.06999999999999995
69ab872f2dc6e02760face50,#2E5C8A,True,0.48,0.0,0.0,0.0,0.06999999999999995
69ab872f2dc6e02760face50,#2E5C8A,False,1.0,1.0,1.0,1.0,0.06999999999999995
69ab872f2dc6e02760face50,#2E5C8A,False,0.7,0.0,0.0,1.0,0.17000000000000004
69ab872f2dc6e02760face50,#2E5C8A,False,0.84,1.0,0.4,0.55,0.06999999999999995
69ab872f2dc6e02760face50,#2E5C8A,True,0.74,0.0,0.0,0.8,0.06999999999999995
69ab872f2dc6e02760face50,#2E5C8A,False,0.54,1.0,0.4,0.5,0.06999999999999995
69ab872f2dc6e02760face50,#2E5C8A,False,0.44,1.0,1.0,0.0,0.06999999999999995
69ab872f2dc6e02760face50,#2E5C8A,False,0.36,0.0,0.0,0.3,0.17000000000000004
69ab872f2dc6e02760face50,#2E5C8A,True,0.38,0.0,0.0,0.0,0.06999999999999995
69ab872f2dc6e02760face50,#2E5C8A,False,0.38,0.0,0.0,1.0,0.17000000000000004
69ab872f2dc6e02760face50,#2E5C8A,False,0.48,1.0,1.0,0.30000000000000004,0.06999999999999995
69ab872f2dc6e02760face50,#2E5C8A,False,0.06000000000000005,0.0,0.0,1.0,0.17000000000000004
69ab872f2dc6e02760face50,#2E7D5B,False,0.7,1.0,1.0,0.8,0.06999999999999995
69ab872f2dc6e02760face50,#2E7D5B,False,0.54,1.0,1.0,0.30000000000000004,0.06999999999999995
69ab872f2dc6e02760face50,#2E7D5B,False,0.0,1.0,1.0,0.65,0.06999999999999995
69ab872f2dc6e02760face50,#2E7D5B,True,0.52,1.0,1.0,0.0,0.17000000000000004
69ab872f2dc6e02760face50,#2E7D5B,False,0.98,1.0,1.0,0.6,0.06999999999999995
69ab872f2dc6e02760face50,#2E7D5B,False,0.62,1.0,0.4,0.75,0.06999999999999995
69ab872f2dc6e02760face50,#2E7D5B,False,0.74,0.0,0.0,0.2,0.17000000000000004
69ab872f2dc6e02760face50,#2E7D5B,True,0.88,0.0,0.0,0.15,0.06999999999999995
69ab872f2dc6e02760face50,#2E7D5B,False,0.64,1.0,0.8,0.7,0.06999999999999995
69ab872f2dc6e02760face50,#2E7D5B,False,0.7,1.0,1.0,1.0,0.06999999999999995
69ab872f2dc6e02760face50,#2E7D5B,False,0.6799999999999999,1.0,1.0,0.6,0.06999999999999995
69ab872f2dc6e02760face50,#2E7D5B,True,0.38,0.0,0.4,0.9,0.06999999999999995
69ab872f2dc6e02760face50,#2E7D5B,False,0.84,1.0,1.0,0.55,0.06999999999999995
69ab872f2dc6e02760face50,#2E7D5B,False,0.82,0.0,0.0,0.0,0.17000000000000004
69ab872f2dc6e02760face50,#2E7D5B,False,0.74,1.0,0.2,0.95,0.06999999999999995
69cbcb9a5c8b56847e4ebda5,#2E5C8A,False,0.56,1.0,1.0,0.8,0.06999999999999995
69cbcb9a5c8b56847e4ebda5,#2E5C8A,False,0.7,0.0,0.0,0.8,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E5C8A,False,0.76,1.0,1.0,0.7,0.06999999999999995
69cbcb9a5c8b56847e4ebda5,#2E5C8A,True,0.78,1.0,1.0,0.55,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E5C8A,False,0.74,1.0,1.0,0.95,0.06999999999999995
69cbcb9a5c8b56847e4ebda5,#2E5C8A,False,0.6,1.0,1.0,1.0,0.06999999999999995
69cbcb9a5c8b56847e4ebda5,#2E5C8A,False,0.56,1.0,1.0,0.55,0.06999999999999995
69cbcb9a5c8b56847e4ebda5,#2E5C8A,True,0.64,0.0,0.8,0.75,0.06999999999999995
69cbcb9a5c8b56847e4ebda5,#2E5C8A,False,0.82,1.0,1.0,1.0,0.06999999999999995
69cbcb9a5c8b56847e4ebda5,#2E5C8A,False,0.56,0.0,0.0,0.55,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E5C8A,False,0.64,0.0,0.2,0.7,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E5C8A,True,0.6,1.0,1.0,0.8,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E5C8A,False,0.7,0.0,0.0,0.30000000000000004,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E5C8A,False,0.52,1.0,1.0,0.44999999999999996,0.06999999999999995
69cbcb9a5c8b56847e4ebda5,#2E5C8A,False,0.6799999999999999,0.0,0.0,0.6,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E7D5B,False,0.6,0.0,0.0,0.95,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E7D5B,False,0.56,0.0,0.0,0.85,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E7D5B,False,0.6799999999999999,0.0,0.8,0.95,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E7D5B,True,0.62,0.0,0.0,0.55,0.06999999999999995
69cbcb9a5c8b56847e4ebda5,#2E7D5B,False,0.6,1.0,1.0,0.95,0.06999999999999995
69cbcb9a5c8b56847e4ebda5,#2E7D5B,False,0.78,0.0,0.0,0.65,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E7D5B,False,0.68,0.0,0.0,0.4,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E7D5B,True,0.68,1.0,0.4,0.2,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E7D5B,False,0.56,0.0,0.0,0.25,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E7D5B,False,0.6,0.0,0.0,0.55,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E7D5B,False,0.64,0.0,0.0,0.4,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E7D5B,True,0.7,1.0,1.0,0.35,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E7D5B,False,0.68,1.0,1.0,0.95,0.06999999999999995
69cbcb9a5c8b56847e4ebda5,#2E7D5B,False,0.64,0.0,0.0,0.6,0.17000000000000004
69cbcb9a5c8b56847e4ebda5,#2E7D5B,False,0.7,0.0,0.0,0.8,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E5C8A,False,0.74,1.0,1.0,0.55,0.06999999999999995
69ed0ecd116ddecaafd2d726,#2E5C8A,False,0.5,0.0,0.19999999999999996,0.7,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E5C8A,False,0.5800000000000001,1.0,0.19999999999999996,0.9,0.06999999999999995
69ed0ecd116ddecaafd2d726,#2E5C8A,True,0.5800000000000001,1.0,1.0,0.15000000000000002,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E5C8A,False,0.58,0.0,0.2,0.65,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E5C8A,False,0.8,1.0,1.0,0.35,0.06999999999999995
69ed0ecd116ddecaafd2d726,#2E5C8A,False,0.66,1.0,1.0,0.75,0.06999999999999995
69ed0ecd116ddecaafd2d726,#2E5C8A,True,0.74,1.0,1.0,0.6,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E5C8A,False,0.5800000000000001,0.0,0.4,0.55,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E5C8A,False,0.6799999999999999,0.0,0.19999999999999996,0.55,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E5C8A,False,0.6,0.0,0.8,0.95,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E5C8A,True,0.5800000000000001,1.0,1.0,0.35,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E5C8A,False,0.68,0.0,0.4,0.45,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E5C8A,False,0.62,0.0,0.0,0.8,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E5C8A,False,0.62,0.0,0.0,0.0,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E7D5B,False,0.68,0.0,0.2,0.5,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E7D5B,False,0.76,0.0,0.0,0.55,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E7D5B,False,0.76,1.0,1.0,0.4,0.06999999999999995
69ed0ecd116ddecaafd2d726,#2E7D5B,True,0.62,0.0,0.0,0.45,0.06999999999999995
69ed0ecd116ddecaafd2d726,#2E7D5B,False,0.64,1.0,1.0,0.9,0.06999999999999995
69ed0ecd116ddecaafd2d726,#2E7D5B,False,0.64,1.0,1.0,0.4,0.06999999999999995
69ed0ecd116ddecaafd2d726,#2E7D5B,False,0.8200000000000001,0.0,0.0,0.35,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E7D5B,True,0.64,0.0,0.6,0.5,0.06999999999999995
69ed0ecd116ddecaafd2d726,#2E7D5B,False,0.68,1.0,1.0,0.55,0.06999999999999995
69ed0ecd116ddecaafd2d726,#2E7D5B,False,0.72,0.0,0.0,0.0,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E7D5B,False,0.5,0.0,0.0,0.65,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E7D5B,True,0.64,0.0,0.0,0.5,0.06999999999999995
69ed0ecd116ddecaafd2d726,#2E7D5B,False,0.6799999999999999,0.0,0.0,0.35,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E7D5B,False,0.64,0.0,0.8,0.5,0.17000000000000004
69ed0ecd116ddecaafd2d726,#2E7D5B,False,0.42000000000000004,0.0,0.0,0.25,0.17000000000000004
6a0415c09c578ebcf634a8f7,#2E5C8A,False,0.44,1.0,1.0,0.8,0.06999999999999995
6a0415c09c578ebcf634a8f7,#2E5C8A,False,0.72,0.0,0.0,0.55,0.17000000000000004
6a0415c09c578ebcf634a8f7,#2E5C8A,False,0.4,0.0,0.2,0.55,0.17000000000000004
6a0415c09c578ebcf634a8f7,#2E5C8A,True,0.62,1.0,1.0,0.55,0.17000000000000004
6a0415c09c578ebcf634a8f7,#2E5C8A,False,0.72,0.0,0.0,0.6,0.17000000000000004
6a0415c09c578ebcf634a8f7,#2E5C8A,False,0.52,1.0,0.6,0.55,0.06999999999999995
6a0415c09c578ebcf634a8f7,#2E5C8A,False,0.88,1.0,0.4,0.35,0.06999999999999995
6a0415c09c578ebcf634a8f7,#2E5C8A,True,0.74,0.0,0.0,0.19999999999999996,0.06999999999999995
6a0415c09c578ebcf634a8f7,#2E5C8A,False,0.64,0.0,0.0,0.4,0.17000000000000004
6a0415c09c578ebcf634a8f7,#2E5C8A,False,0.66,0.0,0.6,0.45,0.17000000000000004
6a0415c09c578ebcf634a8f7,#2E5C8A,False,0.8,0.0,0.0,0.7,0.17000000000000004
6a0415c09c578ebcf634a8f7,#2E5C8A,True,0.8,1.0,1.0,0.55,0.17000000000000004
6a0415c09c578ebcf634a8f7,#2E5C8A,False,0.64,0.0,0.0,0.85,0.17000000000000004
6a0415c09c578ebcf634a8f7,#2E5C8A,False,0.74,1.0,1.0,1.0,0.06999999999999995
6a0415c09c578ebcf634a8f7,#2E5C8A,False,0.6599999999999999,1.0,1.0,0.95,0.06999999999999995
6a0415c09c578ebcf634a8f7,#2E7D5B,False,0.74,1.0,1.0,0.7,0.06999999999999995
6a0415c09c578ebcf634a8f7,#2E7D5B,False,0.6,1.0,1.0,0.9,0.06999999999999995
6a0415c09c578ebcf634a8f7,#2E7D5B,False,0.6799999999999999,1.0,1.0,0.85,0.06999999999999995
6a0415c09c578ebcf634a8f7,#2E7D5B,True,0.6799999999999999,1.0,1.0,0.44999999999999996,0.17000000000000004
6a0415c09c578ebcf634a8f7,#2E7D5B,False,0.66,1.0,0.4,0.45,0.06999999999999995
6a0415c09c578ebcf634a8f7,#2E7D5B,False,0.66,0.0,0.0,0.5,0.17000000000000004
6a0415c09c578ebcf634a8f7,#2E7D5B,False,0.34,0.0,0.0,0.45,0.17000000000000004
6a0415c09c578ebcf634a8f7,#2E7D5B,True,0.62,0.0,0.0,0.65,0.06999999999999995
6a0415c09c578ebcf634a8f7,#2E7D5B,False,0.6799999999999999,1.0,1.0,0.9,0.06999999999999995
6a0415c09c578ebcf634a8f7,#2E7D5B,False,0.64,0.0,0.0,0.15000000000000002,0.17000000000000004
6a0415c09c578ebcf634a8f7,#2E7D5B,False,0.5800000000000001,0.0,0.0,0.95,0.17000000000000004
6a0415c09c578ebcf634a8f7,#2E7D5B,True,0.62,0.0,0.0,0.55,0.06999999999999995
6a0415c09c578ebcf634a8f7,#2E7D5B,False,0.62,1.0,1.0,0.75,0.06999999999999995
6a0415c09c578ebcf634a8f7,#2E7D5B,False,0.68,0.0,0.0,0.1,0.17000000000000004
6a0415c09c578ebcf634a8f7,#2E7D5B,False,0.62,0.0,0.0,0.7,0.17000000000000004
6a17230d60e2a318a8073ab6,#2E5C8A,False,0.64,0.0,0.0,0.45,0.17000000000000004
6a17230d60e2a318a8073ab6,#2E5C8A,False,0.4,1.0,1.0,1.0,0.06999999999999995
6a17230d60e2a318a8073ab6,#2E5C8A,False,0.58,1.0,1.0,0.05,0.06999999999999995
