participant_id,color,flipped,pre_last50,post_r1,post_first5,post_41_60,start_richness_gap
664b8bef90cdb799d4c4c35d,#2E7D5B,False,0.18000000000000005,1.0,0.4,0.0,0.06999999999999995
664b8bef90cdb799d4c4c35d,#2E7D5B,True,0.62,1.0,1.0,0.6,0.17000000000000004
664b8bef90cdb799d4c4c35d,#2E7D5B,False,0.46,0.0,0.0,0.3,0.17000000000000004
664b8bef90cdb799d4c4c35d,#2E7D5B,False,0.44,1.0,1.0,0.75,0.06999999999999995
664b8bef90cdb799d4c4c35d,#2E7D5B,False,0.42,0.0,0.0,0.05,0.17000000000000004
681b781064a5701a5ceee3bc,#2E5C8A,False,0.68,1.0,0.8,0.55,0.06999999999999995
681b781064a5701a5ceee3bc,#2E5C8A,False,0.58,1.0,1.0,0.8,0.06999999999999995
681b781064a5701a5ceee3bc,#2E5C8A,False,0.62,0.0,0.6,0.6,0.17000000000000004
681b781064a5701a5ceee3bc,#2E5C8A,True,0.6,0.0,0.0,0.05,0.06999999999999995
681b781064a5701a5ceee3bc,#2E5C8A,False,0.64,1.0,1.0,0.8,0.06999999999999995
681b781064a5701a5ceee3bc,#2E5C8A,False,0.6599999999999999,1.0,1.0,0.65,0.06999999999999995
681b781064a5701a5ceee3bc,#2E5C8A,False,0.64,0.0,0.0,0.25,0.17000000000000004
681b781064a5701a5ceee3bc,#2E5C8A,True,0.54,1.0,1.0,0.55,0.17000000000000004
681b781064a5701a5ceee3bc,#2E5C8A,False,0.56,0.0,0.0,0.5,0.17000000000000004
681b781064a5701a5ceee3bc,#2E5C8A,False,0.66,0.0,0.0,0.15,0.17000000000000004
681b781064a5701a5ceee3bc,#2E5C8A,False,0.52,0.0,0.0,0.05,0.17000000000000004
681b781064a5701a5ceee3bc,#2E5C8A,True,0.62,1.0,1.0,0.35,0.17000000000000004
681b781064a5701a5ceee3bc,#2E5C8A,False,0.64,0.0,0.0,0.4,0.17000000000000004
681b781064a5701a5ceee3bc,#2E5C8A,False,0.72,0.0,0.0,0.35,0.17000000000000004
681b781064a5701a5ceee3bc,#2E5C8A,False,0.62,0.0,0.0,0.25,0.17000000000000004
681b781064a5701a5ceee3bc,#2E7D5B,False,0.6599999999999999,0.0,0.6,0.65,0.17000000000000004
681b781064a5701a5ceee3bc,#2E7D5B,False,0.7,0.0,0.0,0.65,0.17000000000000004
681b781064a5701a5ceee3bc,#2E7D5B,False,0.6599999999999999,0.0,0.0,0.8,0.17000000000000004
681b781064a5701a5ceee3bc,#2E7D5B,True,0.74,0.0,0.0,0.09999999999999998,0.06999999999999995
681b781064a5701a5ceee3bc,#2E7D5B,False,0.64,1.0,1.0,0.45,0.06999999999999995
681b781064a5701a5ceee3bc,#2E7D5B,False,0.64,0.0,0.0,0.25,0.17000000000000004
