session_id,participant_id,prolific_pid,study_id,prolific_session_id,experiment_version,seed,color_to_contingency,block_plan,perturbation_plan,engine_config,design_config,started_at,ended_at,total_responses,total_rewards,total_points,completion_status,completion_code,browser_width,browser_height,user_agent,is_test_session,updated_at
eigen-dynamics-1.0.0::69d9210e770afbae5676af6b,69d9210e770afbae5676af6b,69d9210e770afbae5676af6b,6aa33c9f3f1373c6733bb498,6aa34be7c6fe88f6dc2346eb,eigen-dynamics-1.0.0,69d9210e770afbae5676af6b::eigen-dynamics-1.0.0,"{""blue"": ""A_rich"", ""green"": ""B_rich""}","[{""part"": ""practice"", ""color"": ""neutral"", ""index"": 0, ""viAMs"": 1600, ""viBMs"": 1600, ""contingency"": ""symmetric"", ""reversalStage"": null, ""exposureNumber"": 0, ""targetResponses"": 60}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 1, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 1, ""exposureNumber"": 1, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 2, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 1, ""exposureNumber"": 1, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 3, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 1, ""exposureNumber"": 2, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 4, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 1, ""exposureNumber"": 2, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 5, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 1, ""exposureNumber"": 3, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 6, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 1, ""exposureNumber"": 3, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 7, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 1, ""exposureNumber"": 4, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 8, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 1, ""exposureNumber"": 4, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 9, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 2, ""exposureNumber"": 1, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 10, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 2, ""exposureNumber"": 1, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 11, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 2, ""exposureNumber"": 2, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 12, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 2, ""exposureNumber"": 2, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 13, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 2, ""exposureNumber"": 3, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 14, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 2, ""exposureNumber"": 3, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 15, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 2, ""exposureNumber"": 4, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 16, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 2, ""exposureNumber"": 4, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 17, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 3, ""exposureNumber"": 5, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 18, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 3, ""exposureNumber"": 5, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 19, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 3, ""exposureNumber"": 6, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 20, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 3, ""exposureNumber"": 6, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 21, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 3, ""exposureNumber"": 7, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 22, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 3, ""exposureNumber"": 7, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 23, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 3, ""exposureNumber"": 8, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 24, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 3, ""exposureNumber"": 8, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 25, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 4, ""exposureNumber"": 5, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 26, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 4, ""exposureNumber"": 5, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 27, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 4, ""exposureNumber"": 6, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 28, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 4, ""exposureNumber"": 6, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 29, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 4, ""exposureNumber"": 7, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 30, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 4, ""exposureNumber"": 7, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 31, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 4, ""exposureNumber"": 8, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 32, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 4, ""exposureNumber"": 8, ""targetResponses"": 100}, {""part"": ""perturbation"", ""color"": ""red"", ""index"": 33, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": null, ""exposureNumber"": 1, ""targetResponses"": 200}]","[{""id"": ""pert_01_contingency_reversal"", ""type"": ""contingency_reversal"", ""blockIndex"": 34, ""repetitionNumber"": 1, ""durationResponses"": 8, ""onsetResponseInBlock"": 54}, {""id"": ""pert_02_contingency_reversal"", ""type"": ""contingency_reversal"", ""blockIndex"": 35, ""repetitionNumber"": 2, ""durationResponses"": 8, ""onsetResponseInBlock"": 51}, {""id"": ""pert_03_extinction"", ""type"": ""extinction"", ""blockIndex"": 36, ""repetitionNumber"": 1, ""durationResponses"": 8, ""onsetResponseInBlock"": 60}, {""id"": ""pert_04_contingency_reversal"", ""type"": ""contingency_reversal"", ""blockIndex"": 37, ""repetitionNumber"": 3, ""durationResponses"": 8, ""onsetResponseInBlock"": 55}, {""id"": ""pert_05_extinction"", ""type"": ""extinction"", ""blockIndex"": 34, ""repetitionNumber"": 2, ""durationResponses"": 8, ""onsetResponseInBlock"": 147}, {""id"": ""pert_06_extinction"", ""type"": ""extinction"", ""blockIndex"": 35, ""repetitionNumber"": 3, ""durationResponses"": 8, ""onsetResponseInBlock"": 126}, {""id"": ""pert_07_extinction"", ""type"": ""extinction"", ""blockIndex"": 36, ""repetitionNumber"": 4, ""durationResponses"": 8, ""onsetResponseInBlock"": 136}, {""id"": ""pert_08_contingency_reversal"", ""type"": ""contingency_reversal"", ""blockIndex"": 37, ""repetitionNumber"": 4, ""durationResponses"": 8, ""onsetResponseInBlock"": 143}]","{""codMs"": 500, ""patch"": {""startingValue"": 0.7, ""depletionPerResponse"": 0.12}, ""depletion"": {""enabled"": false, ""minRichness"": 0.15, ""perResponse"": 0.06, ""recoveryPerS"": 0.09}, ""codResponses"": 1, ""scheduleMode"": ""depleting_probability"", ""viMaxMultiple"": 3, ""viMinMultiple"": 0.1, ""responseCooldownMs"": 150, ""pointsPerReinforcer"": 1}","{""nStages"": 4, ""blockResponses"": 100, ""minRecoveryBlocks"": 0, ""practiceResponses"": 60, ""stateBinResponses"": 10, ""perturbationBlocks"": 5, ""minRecoveryResponses"": 30, ""nReversalPerturbations"": 4, ""nExtinctionPerturbations"": 4, ""exposuresPerColorPerStage"": 4, ""perturbationBlockResponses"": 200, ""perturbationDurationResponses"": 8}",2026-09-11 00:31:47.366159+00,2026-09-11 01:18:30.629+00,3460,757,757,complete,C1JXPN7Q,1097,540,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36",f,2026-09-11 01:18:30.629+00
eigen-dynamics-1.0.0::69ef5a48167bb8af67f70ffe,69ef5a48167bb8af67f70ffe,69ef5a48167bb8af67f70ffe,6aa33c9f3f1373c6733bb498,6aa34be9e6d0592f5dda1954,eigen-dynamics-1.0.0,69ef5a48167bb8af67f70ffe::eigen-dynamics-1.0.0,"{""blue"": ""A_rich"", ""green"": ""B_rich""}","[{""part"": ""practice"", ""color"": ""neutral"", ""index"": 0, ""viAMs"": 1600, ""viBMs"": 1600, ""contingency"": ""symmetric"", ""reversalStage"": null, ""exposureNumber"": 0, ""targetResponses"": 60}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 1, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 1, ""exposureNumber"": 1, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 2, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 1, ""exposureNumber"": 1, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 3, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 1, ""exposureNumber"": 2, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 4, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 1, ""exposureNumber"": 2, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 5, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 1, ""exposureNumber"": 3, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 6, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 1, ""exposureNumber"": 3, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 7, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 1, ""exposureNumber"": 4, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 8, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 1, ""exposureNumber"": 4, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 9, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 2, ""exposureNumber"": 1, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 10, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 2, ""exposureNumber"": 1, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 11, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 2, ""exposureNumber"": 2, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 12, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 2, ""exposureNumber"": 2, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 13, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 2, ""exposureNumber"": 3, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 14, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 2, ""exposureNumber"": 3, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 15, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 2, ""exposureNumber"": 4, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 16, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 2, ""exposureNumber"": 4, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 17, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 3, ""exposureNumber"": 5, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 18, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 3, ""exposureNumber"": 5, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 19, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 3, ""exposureNumber"": 6, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 20, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 3, ""exposureNumber"": 6, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 21, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 3, ""exposureNumber"": 7, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 22, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 3, ""exposureNumber"": 7, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 23, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 3, ""exposureNumber"": 8, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 24, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 3, ""exposureNumber"": 8, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 25, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 4, ""exposureNumber"": 5, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 26, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 4, ""exposureNumber"": 5, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 27, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 4, ""exposureNumber"": 6, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 28, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 4, ""exposureNumber"": 6, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 29, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 4, ""exposureNumber"": 7, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 30, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 4, ""exposureNumber"": 7, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""blue"", ""index"": 31, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": 4, ""exposureNumber"": 8, ""targetResponses"": 100}, {""part"": ""reversal"", ""color"": ""green"", ""index"": 32, ""viAMs"": 1000, ""viBMs"": 4000, ""contingency"": ""A_rich"", ""reversalStage"": 4, ""exposureNumber"": 8, ""targetResponses"": 100}, {""part"": ""perturbation"", ""color"": ""red"", ""index"": 33, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": null, ""exposureNumber"": 1, ""targetResponses"": 200}, {""part"": ""perturbation"", ""color"": ""red"", ""index"": 34, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": null, ""exposureNumber"": 2, ""targetResponses"": 200}, {""part"": ""perturbation"", ""color"": ""red"", ""index"": 35, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": null, ""exposureNumber"": 3, ""targetResponses"": 200}, {""part"": ""perturbation"", ""color"": ""red"", ""index"": 36, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": null, ""exposureNumber"": 4, ""targetResponses"": 200}, {""part"": ""perturbation"", ""color"": ""red"", ""index"": 37, ""viAMs"": 4000, ""viBMs"": 1000, ""contingency"": ""B_rich"", ""reversalStage"": null, ""exposureNumber"": 5, ""targetResponses"": 200}]","[{""id"": ""pert_01_contingency_reversal"", ""type"": ""contingency_reversal"", ""blockIndex"": 34, ""repetitionNumber"": 1, ""durationResponses"": 8, ""onsetResponseInBlock"": 30}, {""id"": ""pert_02_extinction"", ""type"": ""extinction"", ""blockIndex"": 35, ""repetitionNumber"": 1, ""durationResponses"": 8, ""onsetResponseInBlock"": 44}, {""id"": ""pert_03_contingency_reversal"", ""type"": ""contingency_reversal"", ""blockIndex"": 36, ""repetitionNumber"": 2, ""durationResponses"": 8, ""onsetResponseInBlock"": 38}, {""id"": ""pert_04_extinction"", ""type"": ""extinction"", ""blockIndex"": 37, ""repetitionNumber"": 2, ""durationResponses"": 8, ""onsetResponseInBlock"": 49}, {""id"": ""pert_05_contingency_reversal"", ""type"": ""contingency_reversal"", ""blockIndex"": 34, ""repetitionNumber"": 3, ""durationResponses"": 8, ""onsetResponseInBlock"": 151}, {""id"": ""pert_06_extinction"", ""type"": ""extinction"", ""blockIndex"": 35, ""repetitionNumber"": 3, ""durationResponses"": 8, ""onsetResponseInBlock"": 151}, {""id"": ""pert_07_contingency_reversal"", ""type"": ""contingency_reversal"", ""blockIndex"": 36, ""repetitionNumber"": 4, ""durationResponses"": 8, ""onsetResponseInBlock"": 142}, {""id"": ""pert_08_extinction"", ""type"": ""extinction"", ""blockIndex"": 37, ""repetitionNumber"": 4, ""durationResponses"": 8, ""onsetResponseInBlock"": 128}]","{""codMs"": 500, ""patch"": {""startingValue"": 0.7, ""depletionPerResponse"": 0.12}, ""depletion"": {""enabled"": false, ""minRichness"": 0.15, ""perResponse"": 0.06, ""recoveryPerS"": 0.09}, ""codResponses"": 1, ""scheduleMode"": ""depleting_probability"", ""viMaxMultiple"": 3, ""viMinMultiple"": 0.1, ""responseCooldownMs"": 150, ""pointsPerReinforcer"": 1}","{""nStages"": 4, ""blockResponses"": 100, ""minRecoveryBlocks"": 0, ""practiceResponses"": 60, ""stateBinResponses"": 10, ""perturbationBlocks"": 5, ""minRecoveryResponses"": 30, ""nReversalPerturbations"": 4, ""nExtinctionPerturbations"": 4, ""exposuresPerColorPerStage"": 4, ""perturbationBlockResponses"": 200, ""perturbationDurationResponses"": 8}",2026-09-11 00:41:45.583802+00,2026-09-11 01:15:50.86+00,4260,882,882,complete,C1JXPN7Q,1280,631,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/153.0.0.0 Safari/537.36",f,2026-09-11 01:15:50.86+00
